,Airline Name,Overall_Rating,Review_Title,Seat Type,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Value For Money,Recommended,Review_Subjectivity,Review_Polarity,Review_Sentiment_Score
2095,Air Macau,10,Air Macau customer review,Economy Class,3.0,3.0,2.0,1.0,2.0,0,0.5048076923076923,0.27275641025641023,1
2096,Air Macau,10,Air Macau customer review,Economy Class,3.0,3.0,2.0,1.0,2.0,0,0.6214285714285713,-0.2928571428571428,-1
2097,Air Macau,10,Air Macau customer review,Economy Class,3.0,3.0,2.0,1.0,2.0,0,0.51,0.31,1
2098,Air Macau,10,Air Macau customer review,Economy Class,3.0,3.0,2.0,1.0,2.0,0,0.5791666666666667,0.004166666666666666,1
2099,Air Macau,10,Air Macau customer review,Economy Class,3.0,3.0,2.0,1.0,2.0,0,0.465,-0.011666666666666674,-1
2100,Air Macau,10,Air Macau customer review,Economy Class,3.0,3.0,2.0,1.0,2.0,0,0.5301066217732884,0.015852974186307555,1
2101,Air Macau,10,Air Macau customer review,Economy Class,3.0,3.0,2.0,1.0,2.0,0,0.4093939393939394,0.2781144781144781,1
2102,Air Macau,10,Air Macau customer review,Economy Class,3.0,3.0,2.0,1.0,2.0,0,0.41912121212121206,0.18163636363636365,1
2103,Air Madagascar,1,"""a zero rating if we could""",Economy Class,3.0,3.0,2.0,1.0,1.0,0,0.32289915966386556,-0.0037114845938375283,-1
2104,Air Madagascar,1,"""worst airline I have used""",Economy Class,3.0,3.0,2.0,1.0,1.0,0,0.41538461538461535,-0.07692307692307693,-1
2105,Air Madagascar,1,"""doesn't have online check in""",Economy Class,1.0,3.0,2.0,1.0,1.0,0,0.3649732620320855,0.11733511586452763,1
2106,Air Madagascar,6,"""information about delay was bad""",Economy Class,3.0,4.0,3.0,3.0,3.0,1,0.5009523809523809,-0.10571428571428566,-1
2107,Air Madagascar,6,"""friendly flight attendants""",Economy Class,4.0,5.0,3.0,5.0,3.0,1,0.43499999999999994,0.24208333333333334,1
2108,Air Madagascar,7,"""operated by Air Tsaradia""",Economy Class,4.0,4.0,2.0,4.0,3.0,1,0.5062878787878787,-0.19069696969696967,-1
2109,Air Madagascar,3,"""forthcoming with meals and accommodation""",Economy Class,3.0,3.0,2.0,3.0,2.0,0,0.37333333333333335,5.551115123125783e-18,1
2110,Air Madagascar,1,"""truly the worst airline""",Economy Class,1.0,1.0,2.0,1.0,1.0,0,0.4277777777777778,-0.1125,-1
2111,Air Madagascar,1,"""cancelled without notice""",Economy Class,1.0,1.0,1.0,1.0,1.0,0,0.43,0.009999999999999998,1
2112,Air Madagascar,8,"""flights were on time""",Economy Class,4.0,5.0,4.0,4.0,4.0,1,0.7014652014652015,0.27446886446886454,1
2113,Air Madagascar,1,"""warned about Air Madagascar""",Economy Class,1.0,2.0,1.0,1.0,1.0,0,0.4818181818181818,0.11742424242424244,1
2114,Air Madagascar,1,"""airline is a disaster""",Economy Class,1.0,1.0,2.0,1.0,1.0,0,1.0,-0.9999999999999999,-1
2115,Air Madagascar,1,"""the most useless airline""",Economy Class,2.0,3.0,1.0,1.0,1.0,0,0.4182412358882947,0.09981283422459894,1
2116,Air Madagascar,1,"""wouldn't recommend to fly them""",Economy Class,1.0,1.0,1.0,1.0,1.0,0,0.40515873015873016,0.2092712842712843,1
2117,Air Madagascar,1,Air Madagascar customer review,Economy Class,2.0,1.0,1.0,1.0,1.0,0,0.30500000000000005,0.023181818181818182,1
2118,Air Madagascar,8,Air Madagascar customer review,Economy Class,4.0,4.0,3.0,1.0,4.0,1,0.41250000000000003,0.22027777777777777,1
2119,Air Madagascar,1,Air Madagascar customer review,Economy Class,3.0,3.0,3.0,1.0,2.0,0,0.4663780663780664,0.14066558441558444,1
2120,Air Madagascar,3,Air Madagascar customer review,Economy Class,3.0,2.0,1.0,1.0,3.0,0,0.5362373737373738,0.15315656565656566,1
2121,Air Madagascar,1,Air Madagascar customer review,Economy Class,5.0,5.0,4.0,1.0,5.0,1,0.7342857142857143,0.20785714285714282,1
2122,Air Madagascar,3,Air Madagascar customer review,Economy Class,3.0,3.0,2.0,1.0,2.0,0,0.4649475524475524,0.030293317793317797,1
2123,Air Madagascar,4,Air Madagascar customer review,Economy Class,3.0,3.0,2.0,1.0,2.0,0,0.39999999999999997,0.25357142857142856,1
2124,Air Madagascar,10,Air Madagascar customer review,Economy Class,3.0,3.0,2.0,1.0,2.0,0,0.372516453735966,0.013266550522648081,1
2125,Air Madagascar,10,Air Madagascar customer review,Economy Class,3.0,3.0,2.0,1.0,2.0,0,0.37447089947089945,0.08589065255731923,1
2126,Air Madagascar,10,Air Madagascar customer review,Economy Class,3.0,3.0,2.0,1.0,2.0,0,0.4506387921022067,0.19205865272938447,1
2127,Air Madagascar,10,Air Madagascar customer review,Economy Class,3.0,3.0,2.0,1.0,2.0,0,0.5372632575757577,0.17146543560606065,1
2128,Air Madagascar,10,Air Madagascar customer review,Economy Class,3.0,3.0,2.0,1.0,2.0,0,0.5375000000000001,0.22083333333333333,1
2129,Air Madagascar,10,Air Madagascar customer review,Economy Class,3.0,3.0,2.0,1.0,2.0,0,0.47038095238095234,-0.03533333333333333,-1
2130,Air Madagascar,10,Air Madagascar customer review,Economy Class,3.0,3.0,2.0,1.0,2.0,0,0.4968542568542569,0.15722943722943722,1
2131,Air Malawi,1,"""not even a hint of an apology from Air Malawi""",Economy Class,3.0,3.0,2.0,1.0,2.0,0,0.6525,0.051882102272727285,1
2132,Air Malawi,6,"""A very pleasant airline that tries hard""",Economy Class,3.0,3.0,2.0,1.0,2.0,1,0.45096825396825396,0.09134920634920635,1
2133,Air Malta,3,"""my bag was confiscated""",Economy Class,3.0,2.0,2.0,1.0,3.0,0,0.54375,0.225,1
2134,Air Malta,1,"""we are entitled to compensation""",Economy Class,3.0,3.0,2.0,1.0,1.0,0,0.3240530303030303,0.11534090909090908,1
2135,Air Malta,4,"""extra legroom reservation was not respected""",Economy Class,4.0,4.0,2.0,3.0,5.0,1,0.4671666666666667,0.07850000000000001,1
2136,Air Malta,1,"""save your time and money""",Economy Class,1.0,1.0,1.0,1.0,1.0,0,0.5375,-0.2225,-1
2137,Air Malta,1,"""Same baggage chaos coming back""",Economy Class,2.0,1.0,1.0,1.0,2.0,0,0.4090625,-0.09625,-1
2138,Air Malta,1,"""prices are absolutely ridiculous""",Economy Class,2.0,1.0,1.0,2.0,1.0,0,0.46574074074074073,-0.08425925925925923,-1
2139,Air Malta,1,"""like the worst low cost carrier""",Economy Class,3.0,5.0,4.0,1.0,1.0,0,0.37608695652173924,0.010869565217391295,1
2140,Air Malta,1,"""using Air Malta is asking for trouble""",Economy Class,3.0,3.0,3.0,1.0,1.0,0,0.47775297619047624,0.23504464285714283,1
2141,Air Malta,1,"""shameless overbooking""",Economy Class,3.0,3.0,2.0,1.0,1.0,0,0.325,-0.025000000000000005,-1
2142,Air Malta,1,"""avoiding my refund for over a year""",Economy Class,3.0,3.0,2.0,1.0,1.0,0,0.445,0.16,1
2143,Air Malta,1,"""taxes are not refundable""",Economy Class,3.0,3.0,2.0,1.0,1.0,0,0.43402777777777773,0.03020833333333334,1
2144,Air Malta,1,"""demand one straight answer""",Economy Class,3.0,3.0,2.0,1.0,1.0,0,0.456031746031746,-0.06873015873015874,-1
2145,Air Malta,1,"""we still haven't got our money back""",Economy Class,3.0,3.0,2.0,1.0,1.0,0,0.33928571428571425,0.047619047619047616,1
2146,Air Malta,2,"""did not receive our money back yet""",Economy Class,3.0,3.0,2.0,1.0,1.0,0,0.33749999999999997,-0.06666666666666667,-1
2147,Air Malta,7,"""was better than many other European airline flights I have been on""",Economy Class,4.0,2.0,5.0,3.0,4.0,1,0.4147849462365591,0.09139784946236558,1
2148,Air Malta,8,"""this was a good experience""",Economy Class,4.0,4.0,4.0,3.0,4.0,1,0.5888888888888888,0.5166666666666667,1
2149,Air Malta,1,"""nobody seems to be able or willing to help""",Economy Class,1.0,1.0,2.0,1.0,1.0,0,0.68125,-0.04999999999999999,-1
2150,Air Malta,2,"""priority boarding and seat were lost""",Economy Class,1.0,3.0,2.0,1.0,2.0,0,0.6,0.1,1
2151,Air Malta,1,"""extra luggage is non-refundable""",Economy Class,1.0,1.0,1.0,1.0,1.0,0,0.38333333333333336,-0.15000000000000002,-1
2152,Air Malta,1,"""Was promised a refund""",Economy Class,3.0,3.0,2.0,1.0,1.0,0,0.15714285714285714,-0.03571428571428571,-1
2153,Air Malta,1,"""Very tiring flight""",Economy Class,4.0,3.0,2.0,1.0,4.0,0,0.5,0.11666666666666668,1
2154,Air Malta,1,"""worst customer support""",Economy Class,3.0,3.0,2.0,1.0,1.0,0,0.7875000000000001,-0.6,-1
2155,Air Malta,7,"""below average experience""",Economy Class,5.0,5.0,1.0,3.0,3.0,1,0.4418226600985223,-0.05833333333333334,-1
2156,Air Malta,1,"""Staff were miserable""",Economy Class,3.0,1.0,1.0,1.0,1.0,0,0.572077922077922,-0.0448051948051948,-1
2157,Air Malta,1,"""refused to pay any compensation whatsoever""",Economy Class,1.0,1.0,1.0,1.0,1.0,0,0.5714285714285714,-0.15,-1
2158,Air Malta,5,"""2 hours flight is the maximum one would want to experience""",Economy Class,1.0,2.0,1.0,3.0,3.0,1,0.5044799644799646,0.1559677603098656,1
2159,Air Malta,1,"""forced to check in hand luggage""",Economy Class,1.0,1.0,1.0,1.0,1.0,0,0.5333333333333333,-0.03333333333333335,-1
2160,Air Malta,1,"""excuses and no compensation""",Economy Class,1.0,1.0,1.0,1.0,1.0,0,0.4405128205128205,-0.07205128205128206,-1
2161,Air Malta,1,"""Complete rip-off""",Economy Class,1.0,1.0,1.0,1.0,1.0,0,0.5133333333333333,0.21000000000000005,1
2162,Air Malta,1,"""won't fly Air Malta again!""",Economy Class,1.0,1.0,2.0,1.0,1.0,0,0.5574074074074074,0.15833333333333333,1
2163,Air Malta,7,"""airplane was in acceptable condition""",Economy Class,4.0,3.0,2.0,3.0,3.0,1,0.5508928571428572,0.18125000000000002,1
2164,Air Malta,1,"""nobody explained what’s happening""",Economy Class,1.0,1.0,2.0,1.0,1.0,0,0.5062500000000001,0.24479166666666666,1
2165,Air Malta,7,"""Overall a great flight""",Economy Class,4.0,3.0,5.0,1.0,3.0,1,0.4812820512820513,0.0937179487179487,1
2166,Air Malta,1,"""crew very cold, no smile""",Economy Class,1.0,1.0,1.0,1.0,2.0,0,0.30714285714285716,-0.0544047619047619,-1
2167,Air Malta,1,"""small and incompetent crew""",Economy Class,1.0,1.0,2.0,1.0,1.0,0,0.5282766084490222,-0.0352403343782654,-1
2168,Air Malta,1,"""avoid them as much as you can""",Economy Class,2.0,2.0,2.0,1.0,1.0,0,0.5632228882228881,0.011796536796536805,1
2169,Air Malta,3,"""there is a problem with check-in""",Economy Class,3.0,3.0,2.0,2.0,3.0,0,0.4945378151260503,0.1467647058823529,1
2170,Air Malta,5,"""My experience was very bitter""",Economy Class,2.0,4.0,2.0,1.0,2.0,0,0.61,-0.23349999999999999,-1
2171,Air Malta,8,"""Cabin crew were friendly and welcoming""",Economy Class,4.0,5.0,4.0,4.0,4.0,1,0.5750000000000001,0.33125000000000004,1
2172,Air Malta,1,"""no help whatsoever""",Economy Class,2.0,3.0,1.0,1.0,2.0,0,0.47485466914038343,0.13953463203463204,1
2173,Air Malta,2,"""operated by Smartlynx""",Economy Class,3.0,1.0,2.0,4.0,4.0,0,0.4470933828076685,0.1495361781076067,1
2174,Air Malta,1,"""The service unfriendly""",Economy Class,3.0,1.0,1.0,1.0,1.0,0,0.6321428571428571,-0.023809523809523805,-1
2175,Air Malta,1,"""never trust Air Malta again""",Economy Class,3.0,1.0,2.0,1.0,1.0,0,0.4398504273504273,0.036408730158730154,1
2176,Air Malta,2,"""would not recommend this airline""",Economy Class,2.0,2.0,2.0,3.0,1.0,0,0.47870370370370374,0.15000000000000002,1
2177,Air Malta,1,"""never fly Air Malta again""",Economy Class,1.0,1.0,1.0,1.0,1.0,0,0.6333333333333333,-0.3333333333333333,-1
2178,Air Malta,2,"""I wasn’t impressed""",Economy Class,1.0,1.0,1.0,1.0,1.0,0,0.5950000000000001,0.10750000000000001,1
2179,Air Malta,1,"""customer care non existent""",Economy Class,2.0,2.0,2.0,1.0,1.0,0,0.05,0.0,0
2180,Air Malta,1,"""exception based on nationality""",Economy Class,1.0,1.0,1.0,1.0,1.0,0,0.5143939393939394,-0.19261363636363635,-1
2181,Air Malta,1,"""In a word - awful""",Economy Class,1.0,1.0,1.0,1.0,1.0,0,0.5866666666666667,-0.1675,-1
2182,Air Malta,2,"""it's been going down-hill""",Economy Class,1.0,2.0,2.0,1.0,1.0,0,0.5645833333333333,0.08125,1
2183,Air Malta,1,"""child's car seat broken""",Economy Class,1.0,2.0,2.0,2.0,1.0,0,0.4652014652014651,0.024999999999999998,1
2184,Air Malta,1,"""Worse than Ryanair""",Economy Class,2.0,1.0,1.0,1.0,1.0,0,0.5329506802721088,-0.1286989795918367,-1
2185,Air Malta,1,"""no one even tries to smile or help""",Economy Class,1.0,1.0,1.0,1.0,1.0,0,0.3621794871794872,0.07980769230769232,1
2186,Air Malta,1,"""one of the better airlines""",Economy Class,5.0,5.0,5.0,5.0,5.0,1,0.5763636363636363,0.3383333333333333,1
2187,Air Malta,1,"""service is as great as before""",Economy Class,5.0,5.0,5.0,5.0,5.0,1,0.6666666666666667,0.5052083333333333,1
2188,Air Malta,3,Air Malta customer review,Economy Class,1.0,2.0,1.0,2.0,2.0,0,0.625,0.16666666666666666,1
2189,Air Malta,9,"""excellent flight""
",Economy Class,4.0,4.0,3.0,5.0,3.0,1,0.5933333333333334,0.5,1
2190,Air Malta,6,"""I got what I paid for""",Economy Class,2.0,3.0,1.0,4.0,5.0,1,0.7057142857142856,-0.0367857142857143,-1
2191,Air Malta,4,Air Malta customer review,Economy Class,1.0,1.0,1.0,2.0,2.0,0,0.7129047619047618,-0.3142857142857142,-1
2192,Air Malta,1,"""joins the race to the bottom""",Economy Class,1.0,1.0,1.0,1.0,2.0,0,0.4517507002801121,-0.02752100840336133,-1
2193,Air Malta,4,"""was very disappointed""",Economy Class,1.0,1.0,1.0,1.0,1.0,0,0.5955882352941178,-0.03823529411764708,-1
2194,Air Malta,1,"""Aircraft itself was old and shabby""
",Economy Class,1.0,2.0,2.0,1.0,1.0,0,0.6201515151515151,0.06880681818181819,1
2195,Air Malta,2,"""Very unfriendly staff""",Economy Class,1.0,1.0,1.0,3.0,1.0,0,0.5193181818181818,-0.07670454545454548,-1
2196,Air Malta,2,"""attitude of the staff was at best poor""",Economy Class,1.0,1.0,3.0,4.0,1.0,0,0.319047619047619,0.042261904761904764,1
2197,Air Malta,1,"""aircraft are old, shabby and dirty""",Economy Class,2.0,3.0,3.0,2.0,1.0,0,0.626790450928382,-0.054166666666666675,-1
2198,Air Malta,1,"""never received one apology""",Economy Class,1.0,1.0,2.0,1.0,1.0,0,0.43333333333333335,-0.05000000000000001,-1
2199,Air Malta,8,"""a nice little airline""",Economy Class,4.0,3.0,3.0,3.0,4.0,1,0.6371794871794871,0.3067307692307692,1
2200,Air Malta,1,"""boarding card an error""",Economy Class,1.0,1.0,1.0,2.0,2.0,0,0.3919191919191919,0.18784271284271284,1
2201,Air Malta,7,"""lost a day of our holiday""",Economy Class,3.0,4.0,4.0,1.0,3.0,1,0.6249999999999999,0.08333333333333333,1
2202,Air Malta,2,"""seats exceptionally small and claustrophobic""",Economy Class,1.0,1.0,1.0,2.0,2.0,0,0.5400000000000001,-0.06333333333333334,-1
2203,Air Malta,3,"""7 hour delay, no communication""",Economy Class,2.0,1.0,1.0,1.0,2.0,0,0.5219907407407407,0.06041666666666665,1
2204,Air Malta,4,"""all in all a poor effort""",Economy Class,2.0,3.0,1.0,2.0,2.0,0,0.5804067460317459,-0.034672619047619056,-1
2205,Air Malta,7,"""my first choice to Malta""",Economy Class,3.0,3.0,4.0,4.0,5.0,1,0.5123188405797102,0.04178743961352658,1
2206,Air Malta,1,"""cabin crew are very friendly""",Economy Class,5.0,5.0,4.0,5.0,5.0,1,0.49318181818181817,0.30340909090909085,1
2207,Air Malta,1,"""Air Malta staff indifferent""",Economy Class,5.0,1.0,1.0,1.0,1.0,0,0.576923076923077,0.1778846153846154,1
2208,Air Malta,8,"""perfectly adequate airline""",Economy Class,4.0,4.0,2.0,4.0,4.0,1,0.41723356009070295,0.12213718820861677,1
2209,Air Malta,1,"""don't recall being as disappointed""",Economy Class,2.0,2.0,2.0,1.0,1.0,0,0.39351119894598147,0.06113306982872201,1
2210,Air Malta,7,"""make sure you eat at the airport""",Economy Class,5.0,4.0,1.0,5.0,5.0,1,0.5204861111111112,0.23579545454545453,1
2211,Air Malta,1,"""never use Air Malta again""",Economy Class,4.0,3.0,1.0,1.0,3.0,0,0.4744791666666667,0.03802083333333334,1
2212,Air Malta,1,"""happy with service""",Economy Class,5.0,5.0,5.0,5.0,5.0,1,0.5960000000000001,0.33199999999999996,1
2213,Air Malta,3,"""disappointed with Air Malta""",Economy Class,4.0,1.0,1.0,3.0,1.0,0,0.5950000000000001,-0.19375,-1
2214,Air Malta,3,"""service appalling and unfriendly""",Economy Class,3.0,2.0,1.0,1.0,1.0,0,0.6893939393939393,-0.08484848484848484,-1
2215,Air Malta,3,"""not unusual to cancel flights""",Economy Class,3.0,2.0,1.0,4.0,2.0,0,0.6998148148148149,0.1075,1
2216,Air Malta,5,"""cabin crew not a happy bunch""",Economy Class,3.0,1.0,1.0,5.0,2.0,0,0.4525641025641026,0.175,1
2217,Air Malta,8,"""food is not very nice""",Economy Class,3.0,4.0,1.0,1.0,4.0,0,0.6360897435897436,0.09742307692307692,1
2218,Air Malta,3,"""disappointed they have stopped serving meals""",Economy Class,4.0,3.0,2.0,2.0,1.0,0,0.5140740740740741,-0.027777777777777766,-1
2219,Air Malta,1,"""I found Air Malta excellent""",Economy Class,4.0,5.0,3.0,4.0,5.0,1,0.55625,0.3504166666666666,1
2220,Air Malta,5,"""Unfriendly and disinterested staff""",Economy Class,1.0,1.0,1.0,3.0,3.0,0,0.2928571428571428,-0.039285714285714285,-1
2221,Air Malta,1,"""cabin crew seemed dispirited""",Economy Class,1.0,2.0,1.0,2.0,1.0,0,0.5816296296296296,-0.060222222222222226,-1
2222,Air Malta,2,Air Malta customer review,Economy Class,1.0,2.0,1.0,2.0,2.0,0,0.6385416666666666,-0.03567708333333334,-1
2223,Air Malta,7,Air Malta customer review,Economy Class,3.0,4.0,2.0,4.0,4.0,1,0.381547619047619,0.060491071428571436,1
2224,Air Malta,3,Air Malta customer review,Economy Class,3.0,3.0,1.0,1.0,3.0,0,0.6666666666666666,0.04999999999999999,1
2225,Air Malta,7,Air Malta customer review,Economy Class,4.0,4.0,2.0,1.0,3.0,0,0.25,-0.075,-1
2226,Air Malta,3,Air Malta customer review,Economy Class,3.0,3.0,1.0,1.0,2.0,0,0.8055555555555556,0.30000000000000004,1
2227,Air Malta,5,Air Malta customer review,Economy Class,3.0,4.0,1.0,1.0,4.0,0,0.6793333333333333,-0.13599999999999995,-1
2228,Air Malta,3,Air Malta customer review,Economy Class,3.0,2.0,1.0,1.0,3.0,0,0.42500000000000004,0.15625,1
2229,Air Malta,7,Air Malta customer review,Economy Class,3.0,2.0,1.0,1.0,4.0,1,0.5570833333333334,0.041979166666666665,1
2230,Air Malta,4,Air Malta customer review,Economy Class,1.0,3.0,1.0,1.0,2.0,0,0.5121794871794871,-0.17499999999999996,-1
2231,Air Malta,1,Air Malta customer review,Economy Class,4.0,5.0,4.0,1.0,3.0,1,0.5705555555555556,0.3264444444444444,1
2232,Air Malta,10,Air Malta customer review,Economy Class,1.0,4.0,4.0,1.0,2.0,0,0.6375,0.09666666666666665,1
2233,Air Mauritius,8,"""a turbulence-free flight"" ",Economy Class,4.0,4.0,4.0,4.0,3.0,1,0.6088888888888889,0.41000000000000003,1
2234,Air Mauritius,8,"""crew were efficient and effective"" ",Economy Class,4.0,4.0,4.0,3.0,3.0,1,0.5682666666666667,0.26299999999999996,1
2235,Air Mauritius,1,"""delay letters are extremely generic""",Economy Class,4.0,3.0,2.0,1.0,1.0,0,0.42083333333333334,-0.05000000000000001,-1
2236,Air Mauritius,3,"""no remorse for the inconvenience""",Economy Class,2.0,4.0,2.0,1.0,1.0,0,0.41090909090909095,-0.07272727272727272,-1
2237,Air Mauritius,1,"""Seating was awful""",Economy Class,1.0,4.0,1.0,1.0,1.0,0,0.6111111111111112,-0.4111111111111111,-1
2238,Air Mauritius,9,"""the cabin became very stuffy""",Economy Class,1.0,3.0,3.0,4.0,4.0,1,0.6257575757575758,0.08333333333333334,1
2239,Air Mauritius,6,"""I would recommend this airline""",Economy Class,3.0,4.0,4.0,3.0,3.0,1,0.5266025641025641,0.2503205128205129,1
2240,Air Mauritius,1,"""Worst airline experience ever""",Economy Class,3.0,3.0,1.0,1.0,1.0,0,0.46388888888888885,-0.24583333333333332,-1
2241,Air Mauritius,1,"""the service was amazing.""",Economy Class,5.0,5.0,5.0,5.0,5.0,1,0.7809090909090911,0.4327272727272728,1
2242,Air Mauritius,1,"""Very good service""",Economy Class,5.0,5.0,5.0,5.0,5.0,1,0.756,0.742,1
2243,Air Mauritius,1,Air Mauritius customer review,Economy Class,1.0,1.0,2.0,3.0,2.0,0,0.74,0.0025000000000000022,1
2244,Air Mauritius,1,"""I'm still waiting for a refund""",Economy Class,3.0,3.0,2.0,1.0,1.0,0,0.7000000000000001,-0.21666666666666667,-1
2245,Air Mauritius,2,"""still fighting for my refund""",Economy Class,3.0,3.0,2.0,1.0,1.0,0,0.06666666666666667,0.0,0
2246,Air Mauritius,1,"""never use this airline again""",Economy Class,1.0,1.0,1.0,2.0,3.0,0,0.23600000000000004,-0.11400000000000002,-1
2247,Air Mauritius,7,"""a pleasant experience""",Economy Class,4.0,4.0,1.0,3.0,2.0,1,0.4834527191558441,0.08453395562770565,1
2248,Air Mauritius,3,"""uncomfortable seat""",Economy Class,1.0,3.0,1.0,4.0,1.0,0,0.49583333333333335,0.045833333333333344,1
2249,Air Mauritius,3,"""No snacks were offered""",Economy Class,3.0,2.0,1.0,2.0,2.0,0,0.7625,-0.475,-1
2250,Air Mauritius,8,"""All in all a great trip""",Economy Class,4.0,5.0,1.0,5.0,4.0,1,0.5765625000000001,0.35,1
2251,Air Mauritius,5,"""Very inconsistent service""",Economy Class,3.0,1.0,2.0,2.0,2.0,0,0.44994331065759646,0.09217687074829932,1
2252,Air Mauritius,1,"""never recommend this airline""",Economy Class,1.0,1.0,1.0,1.0,1.0,0,0.1,0.0,0
2253,Air Mauritius,5,"""the worst meals served""",Economy Class,4.0,3.0,1.0,3.0,3.0,0,0.6888888888888888,0.041666666666666664,1
2254,Air Mauritius,4,"""were the cheapest airline""",Economy Class,2.0,2.0,4.0,4.0,2.0,0,0.44179894179894186,0.03743386243386242,1
2255,Air Mauritius,9,"""It was a very nice flight""",Economy Class,5.0,4.0,3.0,3.0,4.0,1,0.6651515151515152,0.3859848484848485,1
2256,Air Mauritius,9,"""the flight was pleasant""",Economy Class,4.0,5.0,5.0,4.0,4.0,1,0.5875420875420876,0.41607744107744105,1
2257,Air Mauritius,7,"""friendly, welcoming and helpful""",Economy Class,5.0,5.0,5.0,2.0,4.0,1,0.5121031746031746,0.164015873015873,1
2258,Air Mauritius,9,"""this is highly recommended""",Economy Class,4.0,5.0,5.0,4.0,4.0,1,0.6944497607655502,0.27559808612440195,1
2259,Air Mauritius,9,"""Very good overall""",Economy Class,2.0,5.0,3.0,4.0,5.0,1,0.42854700854700856,0.2122222222222222,1
2260,Air Mauritius,2,"""we tried to be compensated""",Economy Class,1.0,3.0,2.0,1.0,1.0,0,0.41351010101010094,-0.018560606060606066,-1
2261,Air Mauritius,7,"""I was pleasantly surprised""",Economy Class,4.0,4.0,4.0,3.0,3.0,1,0.5688271604938273,0.08819444444444446,1
2262,Air Mauritius,9,"""very good cabin service""",Economy Class,4.0,5.0,4.0,4.0,4.0,1,0.6500000000000001,0.40058333333333335,1
2263,Air Mauritius,2,"""A340 was looking very dated""",Economy Class,2.0,1.0,4.0,1.0,2.0,0,0.42306547619047624,0.09208829365079364,1
2264,Air Mauritius,2,"""postponed twice without explanation""",Economy Class,3.0,2.0,1.0,1.0,2.0,0,0.27499999999999997,-0.08571428571428572,-1
2265,Air Mauritius,2,"""The worst flight""",Economy Class,1.0,1.0,1.0,5.0,1.0,0,0.5267006802721088,-0.24506802721088436,-1
2266,Air Mauritius,1,"""the worst experience""",Economy Class,3.0,3.0,3.0,1.0,1.0,0,0.6428571428571429,0.007142857142857165,1
2267,Air Mauritius,9,"""pleased we had chosen the A350""",Economy Class,4.0,5.0,5.0,5.0,4.0,1,0.6645833333333334,0.4395833333333334,1
2268,Air Mauritius,6,"""Second time no souvenirs""",Economy Class,1.0,3.0,3.0,3.0,3.0,1,0.3774801587301588,0.16746031746031745,1
2269,Air Mauritius,1,"""customer service is really poor""",Economy Class,1.0,1.0,2.0,1.0,1.0,0,0.5577922077922077,-0.008116883116883113,-1
2270,Air Mauritius,7,"""would not hesitate to fly Air Mauritius again""",Economy Class,3.0,5.0,3.0,4.0,4.0,1,0.5428571428571429,0.36607142857142855,1
2271,Air Mauritius,1,"""very disappointing""",Economy Class,2.0,1.0,1.0,1.0,1.0,0,0.4099259259259259,-0.05475132275132275,-1
2272,Air Mauritius,2,"""What a let down!""",Economy Class,1.0,3.0,2.0,1.0,1.0,0,0.45777777777777773,-0.10555555555555556,-1
2273,Air Mauritius,8,"""staff very courteous and patient""",Economy Class,2.0,5.0,5.0,5.0,5.0,1,0.565625,0.10062499999999999,1
2274,Air Mauritius,2,"""food was appalling""",Economy Class,2.0,2.0,1.0,2.0,1.0,0,0.6805555555555555,-0.22916666666666666,-1
2275,Air Mauritius,3,"""communication is appalling""",Economy Class,1.0,4.0,3.0,1.0,1.0,0,0.603921568627451,-0.08137254901960785,-1
2276,Air Mauritius,1,"""providing caring service""",Economy Class,5.0,5.0,5.0,5.0,5.0,1,0.8338888888888889,0.7200000000000001,1
2277,Air Mauritius,1,"""service onboard was below standards""",Economy Class,1.0,1.0,1.0,1.0,1.0,0,0.6224867724867724,-0.13862433862433862,-1
2278,Air Mauritius,9,"""cabin service was outstanding""",Economy Class,5.0,5.0,4.0,4.0,4.0,1,0.7138888888888888,0.39285714285714285,1
2279,Air Mauritius,1,"""expected better treatment""",Economy Class,1.0,1.0,2.0,1.0,1.0,0,0.2842628205128205,-0.02666666666666666,-1
2280,Air Mauritius,5,"""cabin crew was friendly """,Economy Class,1.0,5.0,4.0,4.0,4.0,0,0.4292207792207792,0.12224025974025973,1
2281,Air Mauritius,1,"""not good value for money""",Economy Class,1.0,1.0,1.0,1.0,1.0,0,0.5993265993265994,-0.1627946127946128,-1
2282,Air Mauritius,9,"""do things the old Mauritian way""",Economy Class,4.0,4.0,3.0,4.0,4.0,1,0.5448958333333332,0.19661458333333334,1
2283,Air Mauritius,9,"""I managed 9 hours sleep""",Economy Class,4.0,4.0,4.0,2.0,5.0,1,0.5750637958532695,0.2004665071770335,1
2284,Air Mauritius,1,"""worst flight experience""",Economy Class,1.0,1.0,1.0,3.0,1.0,0,0.4666666666666666,0.07954545454545454,1
2285,Air Mauritius,8,"""provided an excellent service""",Economy Class,3.0,5.0,5.0,5.0,5.0,1,0.5302083333333334,0.373125,1
2286,Air Mauritius,3,"""lack of service and unfriendly staff""",Economy Class,3.0,1.0,1.0,4.0,2.0,0,0.45638888888888896,-0.06805555555555555,-1
2287,Air Mauritius,3,"""don't expect any smile""",Economy Class,1.0,2.0,2.0,2.0,3.0,0,0.377991452991453,0.1701923076923077,1
2288,Air Mauritius,1,"""also gave us an upgrade""",Economy Class,5.0,5.0,5.0,5.0,5.0,1,0.592857142857143,-0.10019841269841272,-1
