,Airline Name,Overall_Rating,Review_Title,cleaned_review_words
477,QantasLink,9,QantasLink customer review,low
478,QantasLink,1,QantasLink customer review,incredible
479,QantasLink,8,QantasLink customer review,journey
480,QantasLink,1,QantasLink customer review,grateful
481,QantasLink,8,QantasLink customer review,patiently
482,QantasLink,9,QantasLink customer review,helped
483,QantasLink,8,QantasLink customer review,nearly
484,QantasLink,9,QantasLink customer review,hours
485,QantasLink,9,QantasLink customer review,comfortable
486,QantasLink,6,QantasLink customer review,happy
487,QantasLink,8,QantasLink customer review,attentive
488,QantasLink,9,QantasLink customer review,Amazing
489,QantasLink,7,QantasLink customer review,China
490,QantasLink,8,QantasLink customer review,Southern
491,QantasLink,7,QantasLink customer review,Airlines
492,QantasLink,9,QantasLink customer review,hospitable
493,QantasLink,7,QantasLink customer review,helpful
494,QantasLink,9,QantasLink customer review,enjoyed
495,QantasLink,8,QantasLink customer review,excellent
496,QantasLink,2,QantasLink customer review,cabin
497,QantasLink,9,QantasLink customer review,nice
498,QantasLink,8,QantasLink customer review,kind
499,QantasLink,9,QantasLink customer review,Thanks
